PERSONID,EDUC,LOGWAGE,POTEXPER,TIMETRND,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
685,9,2.07,9,6,-1.28,9,9,0,5
685,9,1.94,10,7,-1.28,9,9,0,5
685,9,1.89,11,8,-1.28,9,9,0,5
685,9,2.36,12,9,-1.28,9,9,0,5
685,9,2.31,13,10,-1.28,9,9,0,5
685,9,2.31,14,11,-1.28,9,9,0,5
685,9,2.46,15,12,-1.28,9,9,0,5
685,9,2.39,16,13,-1.28,9,9,0,5
685,9,2.17,17,14,-1.28,9,9,0,5
686,10,1.73,4,4,-2.28,9,9,0,5
686,10,1.77,5,5,-2.28,9,9,0,5
687,13,2.02,2,0,1.32,12,12,0,2
687,14,2.17,2,1,1.32,12,12,0,2
687,14,2.19,3,2,1.32,12,12,0,2
687,14,2.57,4,3,1.32,12,12,0,2
687,14,2.79,5,4,1.32,12,12,0,2
687,14,2.64,6,5,1.32,12,12,0,2
687,14,2.83,7,6,1.32,12,12,0,2
687,14,2.74,8,7,1.32,12,12,0,2
687,14,3.05,9,8,1.32,12,12,0,2
687,14,2.99,10,9,1.32,12,12,0,2
687,14,2.86,11,10,1.32,12,12,0,2
687,14,3.18,12,11,1.32,12,12,0,2
687,14,3.05,13,12,1.32,12,12,0,2
687,14,3.17,14,13,1.32,12,12,0,2
687,14,3.27,15,14,1.32,12,12,0,2
688,12,2.6,7,2,0.57,10,9,0,1
688,12,2.66,8,3,0.57,10,9,0,1
688,12,2.71,9,4,0.57,10,9,0,1
688,12,2.73,10,5,0.57,10,9,0,1
688,12,2.68,11,6,0.57,10,9,0,1
688,12,2.68,12,7,0.57,10,9,0,1
688,12,2.73,13,8,0.57,10,9,0,1
688,12,2.71,14,9,0.57,10,9,0,1
688,12,2.8,15,10,0.57,10,9,0,1
688,12,2.82,16,11,0.57,10,9,0,1
688,12,2.6,17,12,0.57,10,9,0,1
688,12,2.62,19,14,0.57,10,9,0,1
689,9,1.91,3,2,-1,8,8,0,6
689,9,2.01,4,3,-1,8,8,0,6
689,9,1.42,5,4,-1,8,8,0,6
689,9,1.68,7,6,-1,8,8,0,6
689,9,2.59,9,8,-1,8,8,0,6
689,9,0.84,10,9,-1,8,8,0,6
689,9,1.92,11,10,-1,8,8,0,6
689,9,1.2,12,11,-1,8,8,0,6
689,9,1.75,13,12,-1,8,8,0,6
689,9,2.37,14,13,-1,8,8,0,6
689,9,2.47,15,14,-1,8,8,0,6
690,9,2.7,5,0,0.17,15,13,1,5
690,9,2.43,6,1,0.17,15,13,1,5
690,9,2.07,7,2,0.17,15,13,1,5
690,9,2.23,8,3,0.17,15,13,1,5
690,9,2.47,10,5,0.17,15,13,1,5
690,9,2.36,11,6,0.17,15,13,1,5
690,9,2.43,12,7,0.17,15,13,1,5
690,9,2.75,13,8,0.17,15,13,1,5
690,9,2.04,16,11,0.17,15,13,1,5
690,9,2.47,17,12,0.17,15,13,1,5
690,9,2.43,18,13,0.17,15,13,1,5
690,9,2.43,19,14,0.17,15,13,1,5
691,9,1.94,3,0,-0.52,12,11,0,0
691,9,2.03,5,2,-0.52,12,11,0,0
692,12,1.76,2,4,-0.19,12,12,0,2
692,12,1.68,3,5,-0.19,12,12,0,2
692,13,1.99,7,10,-0.19,12,12,0,2
692,14,1.76,7,11,-0.19,12,12,0,2
692,15,1.89,7,12,-0.19,12,12,0,2
692,16,2.41,8,14,-0.19,12,12,0,2
693,9,1.28,9,5,-0.79,10,12,0,2
693,9,1.76,10,6,-0.79,10,12,0,2
693,9,2.43,11,7,-0.79,10,12,0,2
693,9,2.18,12,8,-0.79,10,12,0,2
693,9,1.98,13,9,-0.79,10,12,0,2
693,9,2.42,14,10,-0.79,10,12,0,2
693,9,2.18,15,11,-0.79,10,12,0,2
693,9,2.14,16,12,-0.79,10,12,0,2
693,9,2.46,17,13,-0.79,10,12,0,2
694,12,2.41,8,9,0.08,10,12,0,2
694,12,1.76,9,10,0.08,10,12,0,2
695,14,1.84,1,0,0.58,10,12,0,3
695,14,1.81,2,1,0.58,10,12,0,3
695,14,2.33,4,3,0.58,10,12,0,3
695,14,2.39,5,4,0.58,10,12,0,3
695,14,2.46,6,5,0.58,10,12,0,3
695,14,2.46,10,9,0.58,10,12,0,3
695,14,2.04,11,10,0.58,10,12,0,3
695,14,2.57,12,11,0.58,10,12,0,3
695,14,2.52,13,12,0.58,10,12,0,3
695,14,2.36,14,13,0.58,10,12,0,3
695,14,2.58,15,14,0.58,10,12,0,3
696,12,1.38,3,1,0.35,16,13,1,3
696,15,1.85,9,10,0.35,16,13,1,3
696,15,1.67,10,11,0.35,16,13,1,3
696,15,1.97,11,12,0.35,16,13,1,3
696,15,2.13,12,13,0.35,16,13,1,3
696,15,2.13,13,14,0.35,16,13,1,3
697,10,2.62,8,5,-0.6,9,7,0,4
697,10,2.4,13,10,-0.6,9,7,0,4
697,10,2.68,14,11,-0.6,9,7,0,4
697,10,2.76,15,12,-0.6,9,7,0,4
697,10,3.07,16,13,-0.6,9,7,0,4
697,10,3.48,17,14,-0.6,9,7,0,4
698,12,1.99,4,0,0.62,12,10,0,1
698,12,1.81,5,1,0.62,12,10,0,1
698,12,1.97,6,2,0.62,12,10,0,1
698,12,1.9,7,3,0.62,12,10,0,1
698,12,1.88,8,4,0.62,12,10,0,1
698,12,2.08,9,5,0.62,12,10,0,1
698,12,2.18,11,7,0.62,12,10,0,1
698,12,2.15,12,8,0.62,12,10,0,1
698,12,1.95,13,9,0.62,12,10,0,1
698,12,2.1,14,10,0.62,12,10,0,1
698,12,2.51,15,11,0.62,12,10,0,1
698,12,2.22,16,12,0.62,12,10,0,1
698,12,2.11,17,13,0.62,12,10,0,1
698,12,2.55,18,14,0.62,12,10,0,1
699,15,2.12,3,1,0.95,12,9,1,1
699,15,2.09,4,2,0.95,12,9,1,1
699,15,2.14,7,5,0.95,12,9,1,1
699,15,2.37,8,6,0.95,12,9,1,1
699,15,3.18,11,9,0.95,12,9,1,1
699,15,2.98,12,10,0.95,12,9,1,1
699,15,2.02,13,11,0.95,12,9,1,1
699,15,2.16,15,13,0.95,12,9,1,1
699,15,2.81,16,14,0.95,12,9,1,1
700,12,1.74,2,1,0.97,12,12,0,3
700,12,1.79,3,2,0.97,12,12,0,3
700,12,2.03,4,3,0.97,12,12,0,3
700,12,2.35,5,4,0.97,12,12,0,3
700,12,2.49,6,5,0.97,12,12,0,3
700,12,2.56,7,6,0.97,12,12,0,3
700,12,2.73,8,7,0.97,12,12,0,3
700,12,2.82,9,8,0.97,12,12,0,3
700,12,2.93,11,10,0.97,12,12,0,3
700,12,2.77,12,11,0.97,12,12,0,3
700,12,2.73,13,12,0.97,12,12,0,3
700,12,2.85,14,13,0.97,12,12,0,3
700,12,2.96,15,14,0.97,12,12,0,3
701,11,1.69,1,1,-1.37,12,12,0,1
701,12,1.13,1,2,-1.37,12,12,0,1
701,12,1.97,3,4,-1.37,12,12,0,1
701,12,1.98,4,5,-1.37,12,12,0,1
701,12,1.76,5,6,-1.37,12,12,0,1
701,12,2.47,6,7,-1.37,12,12,0,1
701,12,1.88,7,8,-1.37,12,12,0,1
701,12,2.52,10,11,-1.37,12,12,0,1
701,12,2.97,11,12,-1.37,12,12,0,1
701,12,2.83,12,13,-1.37,12,12,0,1
701,12,2.67,13,14,-1.37,12,12,0,1
702,10,1.85,3,2,-0.02,12,12,1,3
702,10,1.79,4,3,-0.02,12,12,1,3
702,10,1.83,5,4,-0.02,12,12,1,3
702,10,1.89,6,5,-0.02,12,12,1,3
702,10,2.8,9,8,-0.02,12,12,1,3
702,10,2.77,10,9,-0.02,12,12,1,3
702,10,2.57,11,10,-0.02,12,12,1,3
702,10,2.59,12,11,-0.02,12,12,1,3
702,10,2.46,13,12,-0.02,12,12,1,3
702,10,2.56,14,13,-0.02,12,12,1,3
702,10,2.49,15,14,-0.02,12,12,1,3
703,13,1.5,1,0,0.39,12,16,0,3
704,12,2.3,6,9,1.57,16,12,1,6
704,14,2.26,6,11,1.57,16,12,1,6
705,12,2,7,10,0.26,12,10,0,1
705,12,2.14,8,11,0.26,12,10,0,1
705,12,2.41,9,12,0.26,12,10,0,1
705,12,2.29,10,13,0.26,12,10,0,1
705,12,2.3,11,14,0.26,12,10,0,1
706,12,0.4,5,6,-0.73,11,12,0,3
706,12,2.15,7,8,-0.73,11,12,0,3
706,12,2.11,8,9,-0.73,11,12,0,3
706,12,2.33,9,10,-0.73,11,12,0,3
706,12,2.32,10,11,-0.73,11,12,0,3
706,12,2.42,11,12,-0.73,11,12,0,3
706,12,2.39,12,13,-0.73,11,12,0,3
706,12,2.39,13,14,-0.73,11,12,0,3
707,11,1.67,1,3,0.29,11,12,0,3
707,12,1.79,1,4,0.29,11,12,0,3
707,12,2.31,2,5,0.29,11,12,0,3
707,12,1.92,3,6,0.29,11,12,0,3
707,12,2.28,5,8,0.29,11,12,0,3
707,12,1.87,7,10,0.29,11,12,0,3
707,12,1.58,8,11,0.29,11,12,0,3
707,12,2.38,9,12,0.29,11,12,0,3
707,12,2.41,10,13,0.29,11,12,0,3
707,12,2.37,11,14,0.29,11,12,0,3
708,11,1.72,5,3,-0.15,12,12,1,3
708,11,1.69,6,4,-0.15,12,12,1,3
708,11,1.39,7,5,-0.15,12,12,1,3
708,11,0.86,8,6,-0.15,12,12,1,3
708,11,1.12,9,7,-0.15,12,12,1,3
708,11,1.39,10,8,-0.15,12,12,1,3
708,11,1.71,12,10,-0.15,12,12,1,3
709,10,1.7,15,13,0.37,12,12,1,3
710,10,2.85,10,7,-0.24,12,10,0,1
710,10,0.88,16,13,-0.24,12,10,0,1
711,11,1.77,2,1,0.88,12,11,1,2
711,12,1.67,2,2,0.88,12,11,1,2
711,12,1.69,3,3,0.88,12,11,1,2
711,12,1.82,4,4,0.88,12,11,1,2
711,14,1.76,4,6,0.88,12,11,1,2
711,14,1.74,5,7,0.88,12,11,1,2
711,15,2.13,5,8,0.88,12,11,1,2
711,15,2.18,6,9,0.88,12,11,1,2
711,15,1.92,7,10,0.88,12,11,1,2
711,15,2.16,8,11,0.88,12,11,1,2
711,15,2.18,9,12,0.88,12,11,1,2
711,15,2.09,10,13,0.88,12,11,1,2
711,15,2.4,11,14,0.88,12,11,1,2
712,12,2.5,4,0,-0.39,12,12,0,3
712,12,2.35,5,1,-0.39,12,12,0,3
712,12,2,6,2,-0.39,12,12,0,3
712,12,2.01,7,3,-0.39,12,12,0,3
712,12,2.37,8,4,-0.39,12,12,0,3
712,12,2.36,9,5,-0.39,12,12,0,3
712,12,2.4,10,6,-0.39,12,12,0,3
712,12,2.43,11,7,-0.39,12,12,0,3
712,12,2.43,12,8,-0.39,12,12,0,3
712,12,2.28,13,9,-0.39,12,12,0,3
713,11,1.72,1,1,0.14,12,10,0,1
713,12,2.21,1,2,0.14,12,10,0,1
713,12,2.21,2,3,0.14,12,10,0,1
713,12,2.53,3,4,0.14,12,10,0,1
713,12,2.94,4,5,0.14,12,10,0,1
713,12,1.89,5,6,0.14,12,10,0,1
713,12,2.28,7,8,0.14,12,10,0,1
713,12,2.46,8,9,0.14,12,10,0,1
713,12,2.51,9,10,0.14,12,10,0,1
713,12,2.5,10,11,0.14,12,10,0,1
713,12,2.6,11,12,0.14,12,10,0,1
713,12,2.79,12,13,0.14,12,10,0,1
713,12,2.79,13,14,0.14,12,10,0,1
714,12,2.19,5,0,-0.8,12,12,0,2
714,12,2.17,6,1,-0.8,12,12,0,2
714,12,2.07,7,2,-0.8,12,12,0,2
714,12,2.19,8,3,-0.8,12,12,0,2
714,12,2.16,9,4,-0.8,12,12,0,2
714,12,2.33,10,5,-0.8,12,12,0,2
714,12,2.53,11,6,-0.8,12,12,0,2
714,12,2.57,12,7,-0.8,12,12,0,2
714,12,2.68,13,8,-0.8,12,12,0,2
714,12,2.66,14,9,-0.8,12,12,0,2
714,12,2.57,15,10,-0.8,12,12,0,2
714,12,2.6,17,12,-0.8,12,12,0,2
714,12,2.45,18,13,-0.8,12,12,0,2
714,12,2.58,19,14,-0.8,12,12,0,2
715,11,1.09,3,0,-1.71,9,6,0,8
715,11,1.88,4,1,-1.71,9,6,0,8
715,11,1.87,5,2,-1.71,9,6,0,8
715,11,1.81,6,3,-1.71,9,6,0,8
715,11,1.8,7,4,-1.71,9,6,0,8
715,11,1.73,16,13,-1.71,9,6,0,8
716,12,2.44,3,0,-0.8,16,12,0,5
716,12,2.69,4,1,-0.8,16,12,0,5
716,12,3.1,5,2,-0.8,16,12,0,5
716,12,2.91,6,3,-0.8,16,12,0,5
716,12,2.94,7,4,-0.8,16,12,0,5
716,12,2.75,8,5,-0.8,16,12,0,5
716,12,2.8,9,6,-0.8,16,12,0,5
716,12,2.78,10,7,-0.8,16,12,0,5
716,12,2.83,11,8,-0.8,16,12,0,5
716,12,2.93,12,9,-0.8,16,12,0,5
716,12,2.89,13,10,-0.8,16,12,0,5
716,12,2.86,14,11,-0.8,16,12,0,5
716,12,2.82,15,12,-0.8,16,12,0,5
716,12,2.76,16,13,-0.8,16,12,0,5
716,12,2.79,17,14,-0.8,16,12,0,5
717,12,1.89,4,4,1.25,12,15,1,2
717,12,2.13,5,5,1.25,12,15,1,2
717,12,2.35,6,6,1.25,12,15,1,2
717,12,2.93,7,7,1.25,12,15,1,2
717,12,3.11,8,8,1.25,12,15,1,2
717,12,2.74,9,9,1.25,12,15,1,2
717,12,2.66,10,10,1.25,12,15,1,2
717,12,2.76,11,11,1.25,12,15,1,2
717,12,2.82,12,12,1.25,12,15,1,2
717,12,3,13,13,1.25,12,15,1,2
717,12,2.74,14,14,1.25,12,15,1,2
718,13,2.74,4,0,-0.49,12,12,1,3
718,13,2.78,5,1,-0.49,12,12,1,3
718,13,2.74,6,2,-0.49,12,12,1,3
718,13,2.31,7,3,-0.49,12,12,1,3
718,13,2.76,10,6,-0.49,12,12,1,3
718,13,2.84,12,8,-0.49,12,12,1,3
718,13,2.77,13,9,-0.49,12,12,1,3
718,13,2.77,14,10,-0.49,12,12,1,3
718,13,2.76,15,11,-0.49,12,12,1,3
718,13,2.62,16,12,-0.49,12,12,1,3
718,13,2.61,17,13,-0.49,12,12,1,3
718,13,2.62,18,14,-0.49,12,12,1,3
719,12,2.03,3,0,0.1,12,9,0,5
719,12,1.64,4,1,0.1,12,9,0,5
719,12,1.97,5,2,0.1,12,9,0,5
719,12,1.44,12,9,0.1,12,9,0,5
719,12,1.62,13,10,0.1,12,9,0,5
719,12,1.63,14,11,0.1,12,9,0,5
719,12,1.65,15,12,0.1,12,9,0,5
719,12,1.54,16,13,0.1,12,9,0,5
719,12,1.78,17,14,0.1,12,9,0,5
720,12,1.83,3,1,-1.46,12,4,0,3
720,12,1.6,5,3,-1.46,12,4,0,3
720,12,1.98,6,4,-1.46,12,4,0,3
721,16,2.97,1,4,1.6,16,18,0,2
721,20,1.81,1,8,1.6,16,18,0,2
721,20,1.58,2,9,1.6,16,18,0,2
721,20,3.1,3,10,1.6,16,18,0,2
721,20,3.17,4,11,1.6,16,18,0,2
721,20,3.13,5,12,1.6,16,18,0,2
722,12,1.75,2,0,0.25,15,16,0,2
723,15,0.42,3,7,0.94,15,16,0,2
723,15,2.57,4,8,0.94,15,16,0,2
723,15,2.49,7,11,0.94,15,16,0,2
723,15,2.74,8,12,0.94,15,16,0,2
723,15,2.5,9,13,0.94,15,16,0,2
723,15,2.56,10,14,0.94,15,16,0,2
724,15,2.27,3,6,0.96,12,16,0,6
724,15,2.38,4,7,0.96,12,16,0,6
724,15,2.32,5,8,0.96,12,16,0,6
724,15,2.3,6,9,0.96,12,16,0,6
724,15,2.66,7,10,0.96,12,16,0,6
724,15,2.55,8,11,0.96,12,16,0,6
724,15,2.83,9,12,0.96,12,16,0,6
724,15,2.87,10,13,0.96,12,16,0,6
724,15,2.42,11,14,0.96,12,16,0,6
725,11,1.61,3,3,0.18,12,16,0,6
725,11,1.78,5,5,0.18,12,16,0,6
725,11,1.95,6,6,0.18,12,16,0,6
725,11,2.07,7,7,0.18,12,16,0,6
725,11,1.99,8,8,0.18,12,16,0,6
725,11,2,9,9,0.18,12,16,0,6
725,11,2.01,10,10,0.18,12,16,0,6
725,11,2.13,11,11,0.18,12,16,0,6
725,11,1.76,12,12,0.18,12,16,0,6
725,11,1.6,13,13,0.18,12,16,0,6
725,11,2.01,14,14,0.18,12,16,0,6
726,12,2.63,3,0,-0.33,12,12,0,3
726,12,2,7,4,-0.33,12,12,0,3
726,12,1.86,8,5,-0.33,12,12,0,3
726,12,2.69,10,7,-0.33,12,12,0,3
726,12,2.39,11,8,-0.33,12,12,0,3
726,12,2.44,12,9,-0.33,12,12,0,3
726,12,2.34,13,10,-0.33,12,12,0,3
726,12,2.64,14,11,-0.33,12,12,0,3
727,11,1.88,4,1,-2.09,8,12,0,2
727,11,2.2,5,2,-2.09,8,12,0,2
727,11,2.19,6,3,-2.09,8,12,0,2
727,11,1.2,9,6,-2.09,8,12,0,2
727,11,1.58,10,7,-2.09,8,12,0,2
727,11,1.5,11,8,-2.09,8,12,0,2
728,12,2.07,2,0,0.87,12,12,1,2
728,12,2.21,3,1,0.87,12,12,1,2
728,12,2.1,4,2,0.87,12,12,1,2
728,12,2.03,5,3,0.87,12,12,1,2
728,12,2.25,6,4,0.87,12,12,1,2
728,12,2.43,7,5,0.87,12,12,1,2
728,12,2.46,8,6,0.87,12,12,1,2
728,12,2.77,9,7,0.87,12,12,1,2
728,12,2.72,10,8,0.87,12,12,1,2
728,12,2.58,11,9,0.87,12,12,1,2
728,12,2.5,12,10,0.87,12,12,1,2
728,12,2.17,13,11,0.87,12,12,1,2
728,12,2.4,14,12,0.87,12,12,1,2
728,12,2.26,15,13,0.87,12,12,1,2
728,12,2.3,16,14,0.87,12,12,1,2
729,12,1.95,5,1,-0.38,12,12,0,2
729,12,1.2,6,2,-0.38,12,12,0,2
729,12,1.25,7,3,-0.38,12,12,0,2
729,12,1.17,8,4,-0.38,12,12,0,2
729,12,1.03,14,10,-0.38,12,12,0,2
729,12,2.12,16,12,-0.38,12,12,0,2
729,12,1.15,17,13,-0.38,12,12,0,2
730,10,0.44,6,4,-0.4,12,12,0,2
730,10,0.76,10,8,-0.4,12,12,0,2
730,10,0.31,15,13,-0.4,12,12,0,2
731,12,2.07,2,0,0.25,12,6,0,3
731,12,2.51,3,1,0.25,12,6,0,3
731,12,1.85,4,2,0.25,12,6,0,3
731,12,1.09,5,3,0.25,12,6,0,3
731,12,0.61,6,4,0.25,12,6,0,3
731,12,1.72,8,6,0.25,12,6,0,3
731,12,1.71,9,7,0.25,12,6,0,3
731,12,1.31,12,10,0.25,12,6,0,3
731,12,1.11,13,11,0.25,12,6,0,3
731,12,1.59,14,12,0.25,12,6,0,3
731,12,1.63,15,13,0.25,12,6,0,3
731,12,1.62,16,14,0.25,12,6,0,3
732,14,2.99,4,2,1.49,14,12,0,4
732,14,2.93,5,3,1.49,14,12,0,4
732,14,2.12,6,4,1.49,14,12,0,4
732,14,2.3,8,6,1.49,14,12,0,4
732,14,1.67,11,9,1.49,14,12,0,4
732,14,2.87,13,11,1.49,14,12,0,4
732,14,2.55,14,12,1.49,14,12,0,4
732,14,2.62,15,13,1.49,14,12,0,4
732,14,2.3,16,14,1.49,14,12,0,4
733,12,2.25,9,8,1.24,15,13,0,4
733,12,2.42,10,9,1.24,15,13,0,4
733,12,1.55,11,10,1.24,15,13,0,4
733,12,2.24,13,12,1.24,15,13,0,4
734,13,1.58,2,4,1.55,15,12,0,4
734,17,1.24,3,9,1.55,15,12,0,4
734,17,2.12,4,10,1.55,15,12,0,4
734,17,2.36,5,11,1.55,15,12,0,4
734,17,2.74,6,12,1.55,15,12,0,4
734,17,2.82,7,13,1.55,15,12,0,4
734,17,2.88,8,14,1.55,15,12,0,4
735,10,2.15,4,3,-1.19,12,12,0,5
735,10,1.98,5,4,-1.19,12,12,0,5
735,10,2.23,6,5,-1.19,12,12,0,5
735,10,2.13,15,14,-1.19,12,12,0,5
736,15,1.68,1,6,0.05,12,12,0,4
737,11,1.77,1,1,1.28,14,16,0,1
737,13,1.79,1,3,1.28,14,16,0,1
737,16,1.21,1,6,1.28,14,16,0,1
737,16,2.36,3,8,1.28,14,16,0,1
737,16,2.46,4,9,1.28,14,16,0,1
737,16,3.51,5,10,1.28,14,16,0,1
737,16,3.5,6,11,1.28,14,16,0,1
737,16,3.23,7,12,1.28,14,16,0,1
737,16,4.14,9,14,1.28,14,16,0,1
738,11,1.96,1,1,0.32,13,10,1,1
738,12,2.07,1,2,0.32,13,10,1,1
738,12,2.1,2,3,0.32,13,10,1,1
738,12,2.47,3,4,0.32,13,10,1,1
738,12,2.57,4,5,0.32,13,10,1,1
738,12,2.65,5,6,0.32,13,10,1,1
738,12,2.72,6,7,0.32,13,10,1,1
738,12,2.73,7,8,0.32,13,10,1,1
738,12,3.21,8,9,0.32,13,10,1,1
738,12,3.17,9,10,0.32,13,10,1,1
738,12,3.08,10,11,0.32,13,10,1,1
738,12,3.24,11,12,0.32,13,10,1,1
738,12,2.96,12,13,0.32,13,10,1,1
738,12,2.91,13,14,0.32,13,10,1,1
739,12,1.98,4,5,1.21,10,12,0,5
739,12,1.89,6,7,1.21,10,12,0,5
739,12,2.04,7,8,1.21,10,12,0,5
739,12,2.14,8,9,1.21,10,12,0,5
739,12,2.13,9,10,1.21,10,12,0,5
739,12,2.55,10,11,1.21,10,12,0,5
739,12,2.57,11,12,1.21,10,12,0,5
739,12,2.7,12,13,1.21,10,12,0,5
739,12,2.73,13,14,1.21,10,12,0,5
740,11,2.08,5,7,-0.9,10,12,0,5
740,11,1.89,8,10,-0.9,10,12,0,5
740,11,2.06,9,11,-0.9,10,12,0,5
740,11,1.93,10,12,-0.9,10,12,0,5
740,11,2.2,11,13,-0.9,10,12,0,5
741,14,2.14,3,8,0.84,18,19,1,1
741,14,1.98,4,9,0.84,18,19,1,1
741,14,2.31,5,10,0.84,18,19,1,1
741,14,2.45,6,11,0.84,18,19,1,1
741,14,2.32,7,12,0.84,18,19,1,1
741,14,2.35,8,13,0.84,18,19,1,1
741,14,2.47,9,14,0.84,18,19,1,1
742,11,1.48,2,1,0.84,10,11,0,2
742,12,2.17,2,2,0.84,10,11,0,2
742,12,2.31,3,3,0.84,10,11,0,2
742,12,1.85,5,5,0.84,10,11,0,2
742,12,1.9,7,7,0.84,10,11,0,2
742,12,1.92,9,9,0.84,10,11,0,2
742,12,1.99,10,10,0.84,10,11,0,2
742,12,2.2,11,11,0.84,10,11,0,2
742,12,2.03,12,12,0.84,10,11,0,2
742,12,2.07,13,13,0.84,10,11,0,2
742,12,1.67,14,14,0.84,10,11,0,2
743,13,1.96,2,0,0.57,12,12,0,4
743,13,1.25,8,6,0.57,12,12,0,4
743,13,1.55,9,7,0.57,12,12,0,4
743,13,1.61,10,8,0.57,12,12,0,4
743,13,1.41,11,9,0.57,12,12,0,4
743,13,1.84,12,10,0.57,12,12,0,4
743,13,2.15,13,11,0.57,12,12,0,4
743,13,2.25,14,12,0.57,12,12,0,4
743,13,2.17,15,13,0.57,12,12,0,4
743,13,2.19,16,14,0.57,12,12,0,4
744,16,1.83,3,6,0.57,12,12,0,4
744,16,2.13,4,7,0.57,12,12,0,4
744,16,2.58,5,8,0.57,12,12,0,4
744,16,2.31,6,9,0.57,12,12,0,4
744,16,2.21,7,10,0.57,12,12,0,4
744,16,2.41,8,11,0.57,12,12,0,4
744,16,2.42,9,12,0.57,12,12,0,4
744,16,2.41,10,13,0.57,12,12,0,4
744,16,2.46,11,14,0.57,12,12,0,4
745,16,2.45,8,13,0.72,12,12,0,4
745,16,2.94,9,14,0.72,12,12,0,4
746,12,1.66,0,2,0.94,12,12,0,2
746,12,1.3,5,7,0.94,12,12,0,2
746,12,2.27,6,8,0.94,12,12,0,2
746,12,2.6,7,9,0.94,12,12,0,2
746,12,2.25,8,10,0.94,12,12,0,2
746,12,2.59,9,11,0.94,12,12,0,2
746,12,2.55,10,12,0.94,12,12,0,2
746,12,2.34,11,13,0.94,12,12,0,2
746,12,2.1,12,14,0.94,12,12,0,2
747,15,1.76,4,2,0.91,14,16,0,5
747,15,1.93,5,3,0.91,14,16,0,5
747,15,1.87,6,4,0.91,14,16,0,5
747,15,1.63,7,5,0.91,14,16,0,5
747,15,2.24,8,6,0.91,14,16,0,5
747,15,2.49,9,7,0.91,14,16,0,5
747,15,2.62,10,8,0.91,14,16,0,5
747,15,2.64,11,9,0.91,14,16,0,5
747,15,2.69,12,10,0.91,14,16,0,5
747,15,2.76,13,11,0.91,14,16,0,5
747,15,2.92,14,12,0.91,14,16,0,5
747,15,2.94,15,13,0.91,14,16,0,5
747,15,2.8,16,14,0.91,14,16,0,5
748,11,1.65,2,3,1.1,12,12,1,3
748,12,2.46,6,8,1.1,12,12,1,3
748,12,2.43,7,9,1.1,12,12,1,3
748,12,2.32,8,10,1.1,12,12,1,3
748,12,2.4,9,11,1.1,12,12,1,3
748,12,2.47,10,12,1.1,12,12,1,3
748,12,2.63,11,13,1.1,12,12,1,3
748,12,2.6,12,14,1.1,12,12,1,3
749,12,1.25,5,1,-0.25,12,12,0,1
749,12,0.92,6,2,-0.25,12,12,0,1
749,12,1.53,7,3,-0.25,12,12,0,1
749,12,1.62,8,4,-0.25,12,12,0,1
749,12,1.99,9,5,-0.25,12,12,0,1
749,12,2.06,10,6,-0.25,12,12,0,1
749,12,1.96,11,7,-0.25,12,12,0,1
749,12,2.13,12,8,-0.25,12,12,0,1
749,12,1.9,14,10,-0.25,12,12,0,1
749,12,2.02,15,11,-0.25,12,12,0,1
749,12,1.84,16,12,-0.25,12,12,0,1
749,12,2,17,13,-0.25,12,12,0,1
749,12,1.62,18,14,-0.25,12,12,0,1
750,16,2.73,4,9,1.46,16,16,0,2
750,16,2.73,5,10,1.46,16,16,0,2
750,16,3.06,8,13,1.46,16,16,0,2
750,16,3.03,9,14,1.46,16,16,0,2
751,12,1.92,7,6,0.03,10,12,0,2
751,12,2.07,8,7,0.03,10,12,0,2
751,12,1.61,9,8,0.03,10,12,0,2
751,12,1.87,10,9,0.03,10,12,0,2
751,12,2.01,11,10,0.03,10,12,0,2
751,12,2.51,12,11,0.03,10,12,0,2
751,12,1.89,13,12,0.03,10,12,0,2
751,12,1.82,14,13,0.03,10,12,0,2
751,12,1.91,15,14,0.03,10,12,0,2
752,10,1.61,1,0,0.28,10,10,0,5
752,12,0.32,5,6,0.28,10,10,0,5
752,12,2.33,7,8,0.28,10,10,0,5
752,12,1.58,9,10,0.28,10,10,0,5
752,12,1.83,10,11,0.28,10,10,0,5
752,12,2.5,11,12,0.28,10,10,0,5
752,12,2.62,12,13,0.28,10,10,0,5
752,12,2.66,13,14,0.28,10,10,0,5
753,13,2.51,4,2,1.38,14,17,0,3
753,13,2.54,5,3,1.38,14,17,0,3
753,13,2.63,6,4,1.38,14,17,0,3
753,13,2.75,7,5,1.38,14,17,0,3
753,13,2.7,8,6,1.38,14,17,0,3
753,13,2.78,9,7,1.38,14,17,0,3
753,13,2.74,10,8,1.38,14,17,0,3
753,13,2.73,11,9,1.38,14,17,0,3
753,13,2.6,12,10,1.38,14,17,0,3
753,13,2.55,13,11,1.38,14,17,0,3
753,13,2.67,14,12,1.38,14,17,0,3
753,13,2.84,15,13,1.38,14,17,0,3
753,13,2.83,16,14,1.38,14,17,0,3
754,12,1.77,1,1,1.54,12,17,0,3
754,12,2.25,4,4,1.54,12,17,0,3
754,12,2.32,5,5,1.54,12,17,0,3
754,12,2.66,6,6,1.54,12,17,0,3
754,12,2.75,8,8,1.54,12,17,0,3
754,12,2.76,9,9,1.54,12,17,0,3
754,12,2.71,10,10,1.54,12,17,0,3
754,12,2.83,11,11,1.54,12,17,0,3
